"ACTIVITY_ID","CASE_NUMBER","PRIORITY_CODE","PRIORITY_DESC","FISCAL_YEAR"
"600084173","03-2008-0022","984","WW - CAFO","2008"
"600075866","03-2008-0023","925","Region 03 - RCRA I District of Columbia","2008"
"600075846","03-2008-0024","925","Region 03 - RCRA I District of Columbia","2008"
"600076660","03-2008-0025","925","Region 03 - RCRA I District of Columbia","2008"
"600076131","03-2008-0027","925","Region 03 - RCRA I District of Columbia","2008"
"600072951","03-2008-0028","866","Region 03 - RCRA Foundries","2007"
"600077233","03-2008-0031","925","Region 03 - RCRA I District of Columbia","2008"
"600077775","03-2008-0034","925","Region 03 - RCRA I District of Columbia","2008"
"1000013434","03-2008-0037","926","Region 03 - RCRA Municipalities","2008"
"600076099","03-2008-0041","925","Region 03 - RCRA I District of Columbia","2008"
"600080925","03-2008-0055","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600076149","03-2008-0059","969","Air Toxics - LDAR","2008"
"600076284","03-2008-0060","925","Region 03 - RCRA I District of Columbia","2008"
"600090253","03-2008-0063","2229","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2018"
"600090253","03-2008-0063","2397","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2020"
"600079904","03-2008-0086","925","Region 03 - RCRA I District of Columbia","2008"
"600080782","03-2008-0091","927","Region 03 - SDWA Contamination","2008"
"1400005394","03-2008-0097","1335","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2011"
"600086014","03-2008-0102","922","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2008"
"600088923","03-2008-0108","922","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2008"
"600085143","03-2008-0114","925","Region 03 - RCRA I District of Columbia","2008"
"600086923","03-2008-0116","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1000002294","03-2008-0117","925","Region 03 - RCRA I District of Columbia","2008"
"600086697","03-2008-0128","926","Region 03 - RCRA Municipalities","2008"
"600088746","03-2008-0132","925","Region 03 - RCRA I District of Columbia","2008"
"600086745","03-2008-0142","928","Region 03 - SDWA MCL Exceedance","2008"
"1000000392","03-2008-0143","925","Region 03 - RCRA I District of Columbia","2008"
"600088694","03-2008-0154","926","Region 03 - RCRA Municipalities","2008"
"600089781","03-2008-0162","921","Region 03 - Elizabeth River Initiative, Virginia","2008"
"1000002055","03-2008-0163","925","Region 03 - RCRA I District of Columbia","2008"
"1000015997","03-2008-0173","984","WW - CAFO","2008"
"600089981","03-2008-0175","1218","Region 03 - Healthy Waters","2010"
"600089981","03-2008-0175","1226","Region 03 - SDWA Contamination","2010"
"600089981","03-2008-0175","1337","Region 03 - Healthy Waters","2011"
"600089981","03-2008-0175","1473","Region 03 - Healthy Waters","2012"
"600090057","03-2008-0176","988","WW - SW Top 100 homebuilder construction","2008"
"600090032","03-2008-0177","988","WW - SW Top 100 homebuilder construction","2008"
"1000011723","03-2008-0184","970","Air Toxics - Flares","2008"
"1400009803","03-2008-0326","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1400009946","03-2008-0328","988","WW - SW Top 100 homebuilder construction","2008"
"1000013368","03-2008-0343","925","Region 03 - RCRA I District of Columbia","2008"
"1400005778","03-2008-0353","925","Region 03 - RCRA I District of Columbia","2008"
"1000013485","03-2008-0368","928","Region 03 - SDWA MCL Exceedance","2008"
"1400001021","03-2008-0389","986","WW - CSOs >= 50K serv. pop'n.","2008"
"1400006146","03-2008-0390","986","WW - CSOs >= 50K serv. pop'n.","2008"
"1400006245","03-2008-0397","925","Region 03 - RCRA I District of Columbia","2008"
"1400008971","03-2008-0398","925","Region 03 - RCRA I District of Columbia","2008"
"1400008149","03-2008-0402","925","Region 03 - RCRA I District of Columbia","2008"
"1400010005","03-2008-0422","925","Region 03 - RCRA I District of Columbia","2008"
"1400010148","03-2008-0423","925","Region 03 - RCRA I District of Columbia","2008"
"1400009250","03-2008-0424","925","Region 03 - RCRA I District of Columbia","2008"
"1400008980","03-2008-0430","925","Region 03 - RCRA I District of Columbia","2008"
"1000004428","03-2008-7003","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1000004428","03-2008-7003","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1000004428","03-2008-7003","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"1000006265","03-2008-7006","1331","Region 03 - CAFO Initiative Areas","2011"
"1000006093","03-2008-7007","587","Wet Weather - Stormwater - Industrial Construction","2005"
"1000006093","03-2008-7007","988","WW - SW Top 100 homebuilder construction","2008"
"1000008955","03-2008-7009","977","NSR/PSD - Coal-fired Power Plants","2008"
"1000008955","03-2008-7009","1307","NSR/PSD - Coal-fired Power Plants","2011"
"1400008461","03-2008-7017","978","NSR/PSD - Cement","2008"
"1400008461","03-2008-7017","1306","NSR/PSD - Cement","2011"
"1400008461","03-2008-7017","1569","NSR/PSD - Cement","2013"
"1400009448","03-2008-7018","986","WW - CSOs >= 50K serv. pop'n.","2008"
"1400009448","03-2008-7018","1132","WW - CSOs >= 50K serv. pop'n.","2009"
"1400009448","03-2008-7018","1312","WW - CSOs < 50K serv. pop'n.","2011"
"1400009448","03-2008-7018","1450","WW - CSOs >= 50K serv. pop'n.","2012"
"1400009448","03-2008-7018","1702","WW - CSOs < 50K serv. pop'n.","2014"
"1400009475","03-2008-7019","978","NSR/PSD - Cement","2008"
"1400009475","03-2008-7019","1442","NSR/PSD - Cement","2012"
"1400009716","03-2008-7021","969","Air Toxics - LDAR","2008"
"1400009716","03-2008-7021","1564","Air Toxics - LDAR","2013"
"1400009739","03-2008-7022","1564","Air Toxics - LDAR","2013"
"1400009745","03-2008-7034","1689","Air Toxics - Flares","2014"
"1000004919","03-2008-8001","991","WW - SW Big Box Store Construction (not in Top 6)","2008"
"1000004919","03-2008-8001","993","WW - SW Ready-mix/sand & gravel (not in Top 7)","2008"
"1000004919","03-2008-8001","1195","WW - SW Ready-mix/sand & gravel (not in Top 7)","2010"
"1000004919","03-2008-8001","1469","Region 03 - Chesapeake Bay Watershed","2012"
"1400042272","03-2009-0001","1130","WW - CAFO","2009"
"1400020892","03-2009-0004","1036","Region 03 - RCRA I District of Columbia","2009"
"1400015181","03-2009-0016","1038","Region 03 - SDWA Contamination","2009"
"1400018792","03-2009-0017","1036","Region 03 - RCRA I District of Columbia","2009"
"1400020161","03-2009-0018","1036","Region 03 - RCRA I District of Columbia","2009"
"1400025558","03-2009-0019","1036","Region 03 - RCRA I District of Columbia","2009"
"1400032324","03-2009-0035","1036","Region 03 - RCRA I District of Columbia","2009"
"1400029186","03-2009-0038","1036","Region 03 - RCRA I District of Columbia","2009"
"1400020592","03-2009-0039","1036","Region 03 - RCRA I District of Columbia","2009"
"1400020889","03-2009-0042","1036","Region 03 - RCRA I District of Columbia","2009"
"1400021955","03-2009-0053","1142","WW - SW Ready-mix/sand & gravel (not in Top 7)","2009"
"1400035721","03-2009-0054","1036","Region 03 - RCRA I District of Columbia","2009"
"1400034825","03-2009-0058","925","Region 03 - RCRA I District of Columbia","2008"
"1400032764","03-2009-0073","1036","Region 03 - RCRA I District of Columbia","2009"
"1400032800","03-2009-0081","1036","Region 03 - RCRA I District of Columbia","2009"
"1400037012","03-2009-0104","1036","Region 03 - RCRA I District of Columbia","2009"
"1800006387","03-2009-0113","1137","WW - SW Industrial Construction","2009"
"1800006498","03-2009-0117","1137","WW - SW Industrial Construction","2009"
"1800006458","03-2009-0119","1137","WW - SW Industrial Construction","2009"
"1800006482","03-2009-0120","1137","WW - SW Industrial Construction","2009"
"1800019404","03-2009-0132","1112","Air Toxics - LDAR","2009"
"1800006484","03-2009-0139","1137","WW - SW Industrial Construction","2009"
"1800026951","03-2009-0147","1036","Region 03 - RCRA I District of Columbia","2009"
"1800032314","03-2009-0158","1335","Region 03 - Federal Facilities in Chesapeake Bay Watershed","2011"
"1800032314","03-2009-0158","2501","Region 03 - Chesapeake Bay Air Shed","2021"
"1800003672","03-2009-0161","1036","Region 03 - RCRA I District of Columbia","2009"
"1800012646","03-2009-0165","1040","Region 03 - Healthy Waters","2009"
"1800012646","03-2009-0165","1139","WW - SW MS4 audit","2009"
"1800036085","03-2009-0170","1039","Region 03 - SDWA MCL Exceedance","2009"
"1800002166","03-2009-0181","1036","Region 03 - RCRA I District of Columbia","2009"
"1800002204","03-2009-0193","1036","Region 03 - RCRA I District of Columbia","2009"
"1800012550","03-2009-0203","1138","WW - SW Industrial Non-Construction ","2009"
"1800028427","03-2009-0204","1130","WW - CAFO","2009"
"1800036156","03-2009-0207","2502","Region 03 - Chesapeake Bay Watershed","2021"
"1800030295","03-2009-0210","1130","WW - CAFO","2009"
"1800012564","03-2009-0212","1036","Region 03 - RCRA I District of Columbia","2009"
"1800029913","03-2009-0217","1332","Region 03 - Chesapeake Bay Watershed","2011"
"1800066059","03-2009-0230","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1800029953","03-2009-0238","1036","Region 03 - RCRA I District of Columbia","2009"
"1800031865","03-2009-0258","1036","Region 03 - RCRA I District of Columbia","2009"
"1800027010","03-2009-0260","1036","Region 03 - RCRA I District of Columbia","2009"
"1800024415","03-2009-0262","1039","Region 03 - SDWA MCL Exceedance","2009"
"1800031927","03-2009-0264","1139","WW - SW MS4 audit","2009"
"1800031928","03-2009-0265","1140","WW - SW MS4 inspection","2009"
"1800032177","03-2009-0266","1140","WW - SW MS4 inspection","2009"
"1800032198","03-2009-0268","1140","WW - SW MS4 inspection","2009"
"1800032254","03-2009-0271","1140","WW - SW MS4 inspection","2009"
"1800032239","03-2009-0272","1140","WW - SW MS4 inspection","2009"
"1800060089","03-2009-0281","1036","Region 03 - RCRA I District of Columbia","2009"
"1800029555","03-2009-0297","1036","Region 03 - RCRA I District of Columbia","2009"
"1800026866","03-2009-0308","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"1800032287","03-2009-0313","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1800032287","03-2009-0313","2014","WW - SSOs >= 10 mg/d and < 100 mg/d","2016"
"1800032185","03-2009-0314","1140","WW - SW MS4 inspection","2009"
"1800032206","03-2009-0315","1140","WW - SW MS4 inspection","2009"
"1800032271","03-2009-0316","1140","WW - SW MS4 inspection","2009"
"1800032262","03-2009-0317","1140","WW - SW MS4 inspection","2009"
"1800032233","03-2009-0318","1140","WW - SW MS4 inspection","2009"
"1800032229","03-2009-0319","1140","WW - SW MS4 inspection","2009"
"1800031891","03-2009-0321","1140","WW - SW MS4 inspection","2009"
"1400027927","03-2009-6003","1044","Region 03 - Resource Conservation Challenge","2009"
"1400044663","03-2009-7013","1473","Region 03 - Healthy Waters","2012"
"1800052249","03-2010-0012","1223","Region 03 - RCRA I District of Columbia","2010"
"1800065118","03-2010-0023","1223","Region 03 - RCRA I District of Columbia","2010"
"1800062960","03-2010-0026","1191","WW - SW Industrial Non-Construction","2010"
"1800069812","03-2010-0061","1226","Region 03 - SDWA Contamination","2010"
"1800074220","03-2010-0086","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1800083454","03-2010-0110","1223","Region 03 - RCRA I District of Columbia","2010"
"1800090803","03-2010-0120","1193","WW - SW MS4 inspection","2010"
"1800083473","03-2010-0124","1223","Region 03 - RCRA I District of Columbia","2010"
"1800092090","03-2010-0133","1193","WW - SW MS4 inspection","2010"
"1800098694","03-2010-0134","1193","WW - SW MS4 inspection","2010"
"1800092346","03-2010-0136","1193","WW - SW MS4 inspection","2010"
"1800092352","03-2010-0137","1193","WW - SW MS4 inspection","2010"
"1800092345","03-2010-0138","1193","WW - SW MS4 inspection","2010"
"1800091906","03-2010-0139","1193","WW - SW MS4 inspection","2010"
"1800092096","03-2010-0140","1193","WW - SW MS4 inspection","2010"
"1800092356","03-2010-0141","1193","WW - SW MS4 inspection","2010"
"1800091175","03-2010-0142","1193","WW - SW MS4 inspection","2010"
"1800092353","03-2010-0143","1193","WW - SW MS4 inspection","2010"
"1800091891","03-2010-0144","1193","WW - SW MS4 inspection","2010"
"1800091377","03-2010-0145","1193","WW - SW MS4 inspection","2010"
"1800091136","03-2010-0147","1193","WW - SW MS4 inspection","2010"
"1800091369","03-2010-0148","1193","WW - SW MS4 inspection","2010"
"1800091393","03-2010-0149","1193","WW - SW MS4 inspection","2010"
"1800091386","03-2010-0150","1193","WW - SW MS4 inspection","2010"
"1800091499","03-2010-0151","1193","WW - SW MS4 inspection","2010"
"1800091909","03-2010-0152","1193","WW - SW MS4 inspection","2010"
"1800091648","03-2010-0153","1193","WW - SW MS4 inspection","2010"
"1800091504","03-2010-0154","1193","WW - SW MS4 inspection","2010"
"1800091501","03-2010-0155","1193","WW - SW MS4 inspection","2010"
"1800091896","03-2010-0156","1193","WW - SW MS4 inspection","2010"
"1800091550","03-2010-0157","1193","WW - SW MS4 inspection","2010"
"1800092066","03-2010-0158","1193","WW - SW MS4 inspection","2010"
"2200019359","03-2010-0159","1193","WW - SW MS4 inspection","2010"
"1800091511","03-2010-0160","1193","WW - SW MS4 inspection","2010"
"1800091426","03-2010-0161","1193","WW - SW MS4 inspection","2010"
"1800091553","03-2010-0162","1193","WW - SW MS4 inspection","2010"
"1800091570","03-2010-0163","1193","WW - SW MS4 inspection","2010"
"1800091419","03-2010-0164","1193","WW - SW MS4 inspection","2010"
"1800092003","03-2010-0165","1193","WW - SW MS4 inspection","2010"
"1800092000","03-2010-0166","1193","WW - SW MS4 inspection","2010"
"1800091855","03-2010-0167","1193","WW - SW MS4 inspection","2010"
"1800092002","03-2010-0168","1193","WW - SW MS4 inspection","2010"
"1800090808","03-2010-0169","1193","WW - SW MS4 inspection","2010"
"1800092148","03-2010-0170","1193","WW - SW MS4 inspection","2010"
