"ACTIVITY_ID","CASE_NUMBER","ACTIVITY_STATUS_DATE","ACTIVITY_TYPE_CODE","ACTIVITY_TYPE_DESC"
"3000012448","10-2012-0125","07/07/2011","INS","Inspection/Evaluation"
"3000057119","02-2012-7971","06/20/2011","INS","Inspection/Evaluation"
"2600077458","07-2012-0029","05/10/2011","INS","Inspection/Evaluation"
"3000042198","02-2012-9251","05/04/2011","INS","Inspection/Evaluation"
"2600050017","10-2011-0155","06/09/2011","INS","Inspection/Evaluation"
"2600034794","03-2011-6075",,"CMD","Case File"
"91391","06-2002-3748","06/13/2011","INS","Inspection/Evaluation"
"91391","06-2002-3748","06/13/2011","INS","Inspection/Evaluation"
"2600031571","04-2010-9104",,"CMD","Case File"
"2600045137","07-2011-0224","06/21/2011","INS","Inspection/Evaluation"
