"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"ICIS","600013935","110011498968","EPA","AIF","NONC","Notice of Noncompliance Issued","06/14/2001","03-200004433","TSCA"
"ICIS","600013945","110011499066","EPA","AIF","NONC","Notice of Noncompliance Issued","06/30/1999","03-200004442","TSCA"
"ICIS","3600166182","110011499912","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/29/2015","03-200137172","FIFRA"
"ICIS","2442092","110011500740","EPA","AIF","NOV","Notice of Violation",,"03-100017510","TSCA"
"ICIS","3400086733","110011502524","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138340","FIFRA"
"ICIS","3600165825","110011505479","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200137015","FIFRA"
"ICIS","600034731","110011505629","EPA","AIF","NONC","Notice of Noncompliance Issued","09/26/2007","03-200007138","FIFRA"
"ICIS","3400055597","110011505656","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/28/2015","03-200138143","FIFRA"
"ICIS","5868892","110011506236","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/15/2011","02-200050072","FIFRA"
"ICIS","6684469","110011507798","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/12/2011","02-200049589","FIFRA"
"ICIS","6679943","110011507869","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/12/2011","02-200049588","FIFRA"
"ICIS","26236","110011507903","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/12/2011","02-200049576","FIFRA"
"ICIS","7826571","110011512416","EPA","AIF","NONC","Notice of Noncompliance Issued","08/04/2006","07-200000818","TSCA"
"ICIS","8028205","110011512639","EPA","AIF","NONC","Notice of Noncompliance Issued","08/04/2006","07-200000859","TSCA"
"ICIS","600038270","110011516154","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200007413","TSCA"
"ICIS","1754550","110011516305","EPA","AIF","NONC","Notice of Noncompliance Issued","02/25/2003","HQ-100019020","EPCRA"
"ICIS","3000004496","110011516537","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2012","04-200063374","TSCA"
"ICIS","1800047805","110011516591","EPA","AIF","NONC","Notice of Noncompliance Issued","04/06/2010","04-200034330","TSCA"
"ICIS","3600002372","110011517242","EPA","AIF","NONC","Notice of Noncompliance Issued","11/10/2014","04-200105737","TSCA"
"ICIS","3000017543","110011517518","EPA","AIF","NONC","Notice of Noncompliance Issued","06/28/2012","04-200068510","TSCA"
"ICIS","600030560","110011517518","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200006738","TSCA"
"ICIS","3400035853","110011517616","EPA","AIF","NONC","Notice of Noncompliance Issued","06/04/2013","04-200084160","TSCA"
"ICIS","1400017726","110011517616","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2009","04-200014499","TSCA"
"ICIS","600036624","110011517796","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200007245","TSCA"
"ICIS","1400022763","110011517876","EPA","AIF","NONC","Notice of Noncompliance Issued","06/10/2009","04-200015655","TSCA"
"ICIS","1400014121","110011519106","EPA","AIF","NONC","Notice of Noncompliance Issued","02/11/2009","04-200013684","TSCA"
"ICIS","1800028905","110011519339","EPA","AIF","NONC","Notice of Noncompliance Issued","11/04/2009","04-200024290","TSCA"
"ICIS","1800051631","110011519446","EPA","AIF","NONC","Notice of Noncompliance Issued","05/12/2010","04-200035670","TSCA"
"ICIS","1800051631","110011519446","EPA","AIF","NONC","Notice of Noncompliance Issued","05/12/2010","04-200035674","TSCA"
"ICIS","2600020001","110011519678","EPA","AIF","NONC","Notice of Noncompliance Issued","08/08/2011","04-200049368","TSCA"
"ICIS","3400024915","110011519785","EPA","AIF","NONC","Notice of Noncompliance Issued","04/11/2013","04-200081391","TSCA"
"ICIS","1400017689","110011519785","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2009","04-200014491","TSCA"
"ICIS","1800004854","110011520229","EPA","AIF","NONC","Notice of Noncompliance Issued","08/10/2009","04-200016991","TSCA"
"ICIS","3400015367","110011522566","EPA","AIF","NONC","Notice of Noncompliance Issued","02/19/2013","04-200079250","TSCA"
"ICIS","3400041140","110011523477","EPA","AIF","NONC","Notice of Noncompliance Issued","07/18/2013","04-200085634","TSCA"
"ICIS","600008236","110011525787","EPA","AIF","NOV","Notice of Violation","08/04/2006","03-200002693","FIFRA"
"ICIS","2656948","110011529809","EPA","AIF","NONC","Notice of Noncompliance Issued","11/19/2002","03-100018675","TSCA"
"ICIS","2442424","110011529809","EPA","AIF","NONC","Notice of Noncompliance Issued","11/19/2002","03-100018675","TSCA"
"NCDB","I03#19931105RP41  1","110011529809","EPA","AIF","NONC","Notice of Noncompliance Issued","11/19/2002","03-100018675","TSCA"
"NCDB","I03#19920629MD022 1","110011530753","EPA","AIF","NONC","Notice of Noncompliance Issued",,"03-200006189","TSCA"
"ICIS","1000003732","110011531235","EPA","AIF","NONC","Notice of Noncompliance Issued","02/26/2009","03-200013544","TSCA"
"ICIS","600025316","110011531379","EPA","AIF","NONC","Notice of Noncompliance Issued","01/09/2008","03-200007801","TSCA"
"ICIS","600013286","110011535561","EPA","AIF","NONC","Notice of Noncompliance Issued","09/26/2001","07-200004208","TSCA"
"ICIS","6680479","110011544169","EPA","AIF","NOV","Notice of Violation","08/21/2019","08-200184966","RCRA"
"ICIS","6680479","110011544169","EPA","AIF","NOV","Notice of Violation","02/19/2020","08-200184967","RCRA"
"ICIS","1800011690","110011544249","EPA","AIF","NONC","Notice of Noncompliance Issued","10/08/2009","08-200021871","TSCA"
"ICIS","600012913","110011544310","EPA","AIF","NONC","Notice of Noncompliance Issued","01/11/2007","08-200005982","TSCA"
"ICIS","2200014499","110011545248","EPA","AIF","NONC","Notice of Noncompliance Issued","07/26/2011","08-200050062","TSCA"
"ICIS","6513371","110011545300","EPA","AIF","NONC","Notice of Noncompliance Issued","04/16/2004","08-100020666","TSCA"
"ICIS","5871499","110011545328","EPA","AIF","NONC","Notice of Noncompliance Issued","11/21/2003","08-100017936","TSCA"
"ICIS","7730666","110011545523","EPA","AIF","NONC","Notice of Noncompliance Issued","09/20/2005","08-100021957","TSCA"
"ICIS","1800050489","110011545532","EPA","AIF","NONC","Notice of Noncompliance Issued","08/15/2011","08-200049754","TSCA"
"ICIS","600028394","110011545550","EPA","AIF","NONC","Notice of Noncompliance Issued","07/26/2007","08-200006663","TSCA"
"ICIS","51962","110011545569","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020168","TSCA"
"ICIS","200002069","110011557396","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/25/2006","01-200000660","TSCA"
"RCRAINFO","IA0000575902","110011558073","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/18/2006","07-200002107","RCRA"
"ICIS","3600006664","110011561247","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/06/2014","09-200108007","FIFRA"
"ICIS","3400104757","110011573252","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/17/2014","05-200104222","FIFRA"
"ICIS","13354","110011577855","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/29/2015","03-200138375","FIFRA"
"RCRAINFO","MAR000509836","110011579247","EPA","AIF","NOV","Notice of Violation","01/29/2004","01-100020033","RCRA"
"ICIS","600019881","110011579416","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/11/2007","01-200005987","TSCA"
"RCRAINFO","WAD144414026","110011580093","EPA","AIF","NOV","Notice of Violation","08/13/2019","10-200176490","RCRA"
"RCRAINFO","WAD144414026","110011580093","EPA","AIF","NOV","Notice of Violation","08/13/2019","10-200176530","RCRA"
"ICIS","462","110011586621","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2020","05-200190628","SDWA"
"ICIS","2659798","110011586792","EPA","AIF","NONC","Notice of Noncompliance Issued","07/11/2005","05-100021824","CERCLA"
"ICIS","3000004240","110011588111","EPA","AIF","NONC","Notice of Noncompliance Issued","03/29/2012","04-200063330","TSCA"
"ICIS","8028290","110011590000","EPA","AIF","NOV","Notice of Violation","02/24/2006","05-100022449","FIFRA"
"ICIS","600015066","110011590563","EPA","AIF","NOV","Notice of Violation","01/22/2007","05-200004864","FIFRA"
"ICIS","3000040354","110011590698","EPA","AIF","NONC","Notice of Noncompliance Issued","11/20/2012","04-200075971","TSCA"
"ICIS","1400016044","110011590698","EPA","AIF","NONC","Notice of Noncompliance Issued","03/05/2009","04-200014244","TSCA"
"ICIS","3400095615","110011593686","EPA","AIF","NONC","Notice of Noncompliance Issued","08/14/2014","04-200102292","TSCA"
"ICIS","1400017594","110011593686","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2009","04-200014484","TSCA"
"ICIS","600037215","110011593757","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200007293","TSCA"
"ICIS","2600043580","110011593784","EPA","AIF","NONC","Notice of Noncompliance Issued","01/31/2012","04-200059691","TSCA"
"ICIS","600023437","110011593828","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200006446","TSCA"
"ICIS","1400017603","110011595997","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2009","04-200014485","TSCA"
"ICIS","1400017636","110011596013","EPA","AIF","NONC","Notice of Noncompliance Issued","03/30/2009","04-200014489","TSCA"
"ICIS","1800050543","110011596086","EPA","AIF","NONC","Notice of Noncompliance Issued","04/30/2010","04-200035413","TSCA"
"ICIS","3400044820","110011596200","EPA","AIF","NONC","Notice of Noncompliance Issued","08/12/2013","04-200086452","TSCA"
"ICIS","918","110011600650","EPA","AIF","NONC","Notice of Noncompliance Issued","02/23/2006","07-100022529","CWA"
"RCRAINFO","MOR000024232","110011600650","EPA","AIF","NOV","Notice of Violation","07/19/2005","07-100021935","RCRA"
"RCRAINFO","MOR000024232","110011600650","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","10/30/2006","07-200003278","RCRA"
"RCRAINFO","MOR000024232","110011600650","EPA","AIF","NOV","Notice of Violation","11/17/2010","07-200044697","RCRA"
"ICIS","1400002402","110011601070","EPA","AIF","NONC","Notice of Noncompliance Issued","10/03/2001","07-200010819","TSCA"
"ICIS","1000007778","110011601864","EPA","AIF","NONC","Notice of Noncompliance Issued","09/10/2008","08-200010405","TSCA"
"ICIS","2200014326","110011602257","EPA","AIF","NONC","Notice of Noncompliance Issued","12/15/2010","08-200042551","TSCA"
"ICIS","52943","110011602266","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020192","TSCA"
"ICIS","3601044668","110011603032","EPA","AIF","NONC","Notice of Noncompliance Issued","08/17/2020","08-200189401","EPCRA"
"ICIS","3601044668","110011603032","EPA","AIF","NONC","Notice of Noncompliance Issued","08/17/2020","08-200189400","CAA"
"ICIS","600017765","110011603363","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2007","08-200005976","TSCA"
"ICIS","600028391","110011603639","EPA","AIF","NONC","Notice of Noncompliance Issued","07/26/2007","08-200006662","TSCA"
"ICIS","51959","110011603684","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018090","TSCA"
"ICIS","51981","110011604674","EPA","AIF","NOV","Notice of Violation",,"08-100017863","RCRA"
"ICIS","51981","110011604674","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020154","TSCA"
"ICIS","52127","110011604709","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018274","TSCA"
"ICIS","5413591","110011604736","EPA","AIF","NONC","Notice of Noncompliance Issued","06/06/2003","08-100019088","TSCA"
"ICIS","6513891","110011605478","EPA","AIF","NOV","Notice of Violation","07/14/2004","08-100017676","FIFRA"
"ICIS","1680300","110011605557","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/04/2007","08-200006954","FIFRA"
"ICIS","2475089","110011605860","EPA","AIF","NONC","Notice of Noncompliance Issued","06/07/2002","08-100018171","TSCA"
"SSTS","055379IA001","110011608180","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/07/2010","08-200149873","FIFRA"
"ICIS","5414615","110011609580","EPA","AIF","NOV","Notice of Violation","04/22/2003","08-100019578","FIFRA"
"ICIS","6683623","110011610202","EPA","AIF","NONC","Notice of Noncompliance Issued","10/05/2004","08-100021041","TSCA"
"ICIS","600011570","110011610435","EPA","AIF","NOV","Notice of Violation","12/04/2006","08-200003571","SDWA"
"ICIS","600037229","110011611568","EPA","AIF","NONC","Notice of Noncompliance Issued","11/06/2007","08-200007359","TSCA"
"ICIS","8063668","110011614235","EPA","AIF","NOV","Notice of Violation","04/15/2010","05-200034910","FIFRA"
"ICIS","2600036853","110011614235","EPA","AIF","NOV","Notice of Violation","09/22/2011","05-200056769","FIFRA"
"ICIS","3000014207","110011643837","EPA","AIF","NONC","Notice of Noncompliance Issued","06/07/2012","09-200067185","TSCA"
"ICIS","1800040353","110011644774","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/25/2013","03-200090982","FIFRA"
"ICIS","3000019507","110011646674","EPA","AIF","NONC","Notice of Noncompliance Issued","07/16/2012","09-200069594","TSCA"
"ICIS","1800049625","110011647030","EPA","AIF","NONC","Notice of Noncompliance Issued","02/07/2012","09-200060805","TSCA"
"ICIS","3400090262","110011648912","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/11/2014","09-200100872","FIFRA"
"ICIS","3600043953","110011648994","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/30/2015","09-200120788","FIFRA"
"ICIS","3600043773","110011650187","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/30/2015","09-200120736","FIFRA"
"ICIS","2600045945","110011651257","EPA","AIF","NONC","Notice of Noncompliance Issued","02/16/2012","09-200060802","TSCA"
"ICIS","3000013336","110011651523","EPA","AIF","NONC","Notice of Noncompliance Issued","05/16/2012","09-200066813","TSCA"
"ICIS","3600006619","110011657439","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/06/2014","09-200107942","FIFRA"
"ICIS","49686","110011663627","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100017887","TSCA"
"ICIS","49605","110011664225","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018045","TSCA"
"ICIS","49369","110011664458","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020088","TSCA"
"ICIS","49567","110011664582","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100017904","TSCA"
"ICIS","48774","110011665144","EPA","AIF","NONC","Notice of Noncompliance Issued","11/01/2010","08-200040299","TSCA"
"ICIS","48376","110011665983","EPA","AIF","NONC","Notice of Noncompliance Issued","11/02/2010","08-200040244","TSCA"
"ICIS","48169","110011666045","EPA","AIF","NONC","Notice of Noncompliance Issued","01/31/2012","08-200059810","TSCA"
"ICIS","46928","110011666474","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018349","TSCA"
"ICIS","50423","110011666483","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018381","TSCA"
"ICIS","600030003","110011667188","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-200006655","TSCA"
"ICIS","47063","110011668178","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020225","TSCA"
"ICIS","47173","110011668212","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018342","TSCA"
"ICIS","46617","110011668542","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018279","TSCA"
"ICIS","46635","110011668560","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018412","TSCA"
"ICIS","46635","110011668560","EPA","AIF","NONC","Notice of Noncompliance Issued","12/16/2008","08-200012294","TSCA"
"ICIS","46552","110011668579","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018391","TSCA"
"ICIS","46618","110011668588","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018219","TSCA"
"ICIS","46618","110011668588","EPA","AIF","NONC","Notice of Noncompliance Issued","03/12/2009","08-200014749","TSCA"
"ICIS","47734","110011668604","EPA","AIF","NONC","Notice of Noncompliance Issued","03/06/2007","08-200005510","TSCA"
"ICIS","47110","110011668613","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018303","TSCA"
"ICIS","47171","110011668613","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018340","TSCA"
"ICIS","47112","110011668622","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020105","TSCA"
"ICIS","47113","110011668631","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018304","TSCA"
"ICIS","47064","110011668659","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018287","TSCA"
"ICIS","47361","110011668980","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020112","TSCA"
"ICIS","47061","110011668999","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018288","TSCA"
"ICIS","46540","110011669006","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020224","TSCA"
"ICIS","46589","110011669024","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020136","TSCA"
"ICIS","47062","110011669051","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018286","TSCA"
"ICIS","47062","110011669051","EPA","AIF","NONC","Notice of Noncompliance Issued","12/23/2008","08-200012324","TSCA"
"ICIS","46616","110011669060","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020199","TSCA"
"ICIS","46534","110011669079","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018397","TSCA"
"ICIS","46448","110011669220","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100020256","TSCA"
"ICIS","47273","110011669435","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018357","TSCA"
"ICIS","48373","110011669676","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018309","TSCA"
"ICIS","46832","110011669827","EPA","AIF","NOV","Notice of Violation",,"08-100018273","TSCA"
"ICIS","51503","110011669890","EPA","AIF","NONC","Notice of Noncompliance Issued","01/05/2002","HQ-100018641","EPCRA"
"ICIS","46936","110011670520","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-100018350","TSCA"
